"","Fecha","Folio","Nombre","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Dolar","Unitario_real","Unitario_iva"
"222",2017-11-28,1584,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",200,"PIEZA",NA,NA,"0",NA,NA,26040,30206.4,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",18.52358,NA,NA
"223",2017-11-29,965,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV","SEPARADORCHICO",2500,NA,"E48",0.125125434427733,"24141607",NA,312.813586069332,6600,7656,"MXN",NA,NA,NA,NA,NA,NA,18.5413941666667,0.125125434427733,0.14514550393617
"224",2017-11-29,965,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV","SERVICIO DE ENTREGA",1,NA,"E48",43.1467015268045,"78141500",NA,43.1467015268045,6600,7656,"MXN","ENTREGA",NA,NA,NA,NA,NA,18.5413941666667,43.1467015268045,50.0501737710932
"225",2017-11-30,72052,"COOL PAK AG PACKAGING S DE RL DE CV","7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",28800,"Case",NA,69,"0",18.52,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",18.5592083333333,0.115,0.1334
"226",2017-11-30,3738,"Abacart Agricola, S. de P.R. de R.L.","ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",56,"PAQUETE",NA,3.42,"0",18.519,191.52,191.52,222.16,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,18.5592083333333,3.42,3.9672
"227",2017-11-30,3800,"NAMINSA S.A. DE C.V.","CLAMS.3709 ARANDANO 6 OZ 5X4 900 UNDS",24300,"PIEZAS","H87",0.04818,"24112902",18.5848,1170.77,5322.65,6174.27,"USD","CLAMS",NA,"3709",900,"ARANDANO","6OZ",18.5592083333333,0.0481798353909465,0.0558886090534979
"228",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ROLLO DE PELICULA PLASTICA 18/60/1200",8,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"EMPLAYE",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"229",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTURON PARA GEL REFRIGERANTE",75.55,"KILO",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"GEL",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"230",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",200,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",18.5592083333333,NA,NA
"231",2017-11-30,3800,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.5848,230.4,5322.65,6174.27,"USD","PADS",NA,NA,28800,NA,NA,18.5592083333333,0.004,0.00464
"232",2017-11-30,3800,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",36000,"PIEZAS","H87",0.03976,"24112902",18.5848,1431.36,5322.65,6174.27,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.5592083333333,0.03976,0.0461216
"233",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",100,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",18.5592083333333,NA,NA
"234",2017-11-30,3800,"NAMINSA S.A. DE C.V.","CLAMS.3709 ARANDANO 6 OZ 5X4 900 UNDS",24300,"PIEZAS","H87",0.04818,"24112902",18.5848,1170.77,5322.65,6174.27,"USD","CLAMS",NA,"3709",900,"ARANDANO","6OZ",18.5592083333333,0.0481798353909465,0.0558886090534979
"235",2017-11-30,3795,"NAMINSA S.A. DE C.V.","CLAMS.4007 ARANDANOS 18OZ 300 UNDS",8400,"PIEZAS","H87",0.11018,"24112902",18.5848,925.51,925.51,1073.59,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",18.5592083333333,0.110179761904762,0.127808523809524
"236",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTA ADHESIVA 48*150",72,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"MASKING",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"237",2017-11-30,1603,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BASE TERMICA",40,"PIEZA",NA,6.99,"0",18.52,279.6,1339.6,1553.94,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,18.5592083333333,6.99,8.1084
"238",2017-11-30,3739,"Abacart Agricola, S. de P.R. de R.L.","BOLSA PLAST NEGRA BAS-MED 80 X 1250 CMS x Kilogramo 10 PZAS",5.4,"KILOGRAMOS",NA,1.56795481129089,"0",1,8.46695598097081,302.64,351.06,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,18.5592083333333,1.56795481129089,1.81882758109743
"239",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",600,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"ESQUINERO",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"240",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","GEL REFRIGERANTE",1500,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"GEL",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"241",2017-11-30,3800,"NAMINSA S.A. DE C.V.","PADS ABSORBENTES 90X90 NEGROS 24000 UNDS",48000,"PIEZAS","H87",0.0055,"11162100",18.5848,264,5322.65,6174.27,"USD","PADS",NA,NA,24000,NA,NA,18.5592083333333,0.0055,0.00638
"242",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","TARIMA PLASTICA 1*120",60,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"TARIMA",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"243",2017-11-30,3800,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24300,"PIEZAS","H87",0.04343,"24112902",18.5848,1055.35,5322.65,6174.27,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.5592083333333,0.0434300411522634,0.0503788477366255
"244",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CAJA DE GRAPA GOFRADA DE 1/2",1,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"CAJA GRAPA",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"245",2017-11-30,3739,"Abacart Agricola, S. de P.R. de R.L.","BOLSA PLAST NEGRA BAS-JUMBO 90 X 1,500 CMS x kilogramo 6 Pzas",5,"Kilogramos",NA,1.56795481129089,"0",1,7.83977405645445,302.64,351.06,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,18.5592083333333,1.56795481129089,1.81882758109743
"246",2017-11-30,71996,"COOL PAK AG PACKAGING S DE RL DE CV","7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",28800,"Case",NA,69,"0",18.5379,3312,3312,3841.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",18.5592083333333,0.115,0.1334
"247",2017-11-30,1602,"ARELY ALEJANDRA NUÑEZ MARTINEZ","FLEJE VERDE LISO DE 1/2",3,"PIEZA",NA,NA,"0",NA,NA,42624.25,49444.13,NA,"FLEJE",NA,NA,NA,NA,NA,18.5592083333333,NA,NA
"248",2017-11-30,1603,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTA TERMICA DE 1.80 MTS",40,"PIEZA",NA,26.5,"0",18.52,1060,1339.6,1553.94,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.5592083333333,26.5,30.74
"249",2017-12-01,2398,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA GENERICA ALPASA FARMS 6OZ, ESTA FACTURA AVALA LA REMISION 12019.",5433,"PIEZA","H87",0.313,"24121503",18.6229,1700.529,5080.93,5893.88,"USD","CAJAS","ALPASA",NA,NA,NA,"12X6OZ",18.6229,0.313,0.36308
"250",2017-12-01,2398,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA ALPASA 12/6 OZ",10800,"PIEZA","H87",0.313,"24121503",18.6229,3380.4,5080.93,5893.88,"USD","CAJAS","ALPASA",NA,NA,NA,"12X6OZ",18.6229,0.313,0.36308
"251",2017-12-04,2403,"International Baskets S.A. de C.V.","6 OZ # 3 BLUEBERRIES- DEL MONTE",43200,"PIEZAS",NA,0.046,"0",18.6229,1987.2,5961.6,6915.456,"USD","CLAMS","DEL MONTE",NA,NA,"ARANDANO","6OZ",18.6204894736842,0.046,0.05336
"252",2017-12-04,3809,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",50400,"PIEZAS","H87",0.04492,"24112902",18.6229,2263.97,3554.57,4123.3,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.6204894736842,0.0449200396825397,0.052107246031746
"253",2017-12-04,2403,"International Baskets S.A. de C.V.","6 OZ #2 BLACKBERRY ALPASA FARMS",57600,"PIEZAS",NA,0.046,"0",18.6229,2649.6,5961.6,6915.456,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",18.6204894736842,0.046,0.05336
"254",2017-12-04,2404,"International Baskets S.A. de C.V.","6 OZ # 2 BLACKBERRIES- DEL MONTE",100800,"PIEZAS",NA,0.046,"0",18.6229,4636.8,13910.4,16136.064,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",18.6204894736842,0.046,0.05336
"255",2017-12-04,3812,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.6229,100.8,4764.84,5527.21,"USD","PADS",NA,NA,NA,NA,NA,18.6204894736842,0.0042,0.004872
"256",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTA ADHESIVA 48*150",36,"PIEZA",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"MASKING",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"257",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","TARIMA PLASTICA 1*120",50,"PIEZA",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"TARIMA",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"258",2017-12-04,1616,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTA TERMICA DE 1.80 MTS",50,"PIEZA",NA,26.5,"0",18.6,1325,1674.5,1942.42,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.6204894736842,26.5,30.74
"259",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",300,"PIEZA",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"ESQUINERO",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"260",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTURON PARA GEL REFRIGERANTE",59.45,"KILO",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"GEL",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"261",2017-12-04,2403,"International Baskets S.A. de C.V.","6 OZ # 2 BLACKBERRIES- DEL MONTE",28800,"PIEZAS",NA,0.046,"0",18.6229,1324.8,5961.6,6915.456,"USD","CLAMS","DEL MONTE",NA,NA,"ZARZAMORA","6OZ",18.6204894736842,0.046,0.05336
"262",2017-12-04,935,"AMBROCIO LOPEZ SOTO","TARIMAS ARMADAS DE MADERA",120,"Pieza","H87",7.25007794187105,"24112701",NA,870.009353024526,16200,18792,"MXN","TARIMA",NA,NA,NA,NA,NA,18.6204894736842,7.25007794187105,8.41009041257042
"263",2017-12-04,1616,"ARELY ALEJANDRA NUÑEZ MARTINEZ","BASE TERMICA",50,"PIEZA",NA,6.99,"0",18.6,349.5,1674.5,1942.42,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,18.6204894736842,6.99,8.1084
"264",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","GEL REFRIGERANTE",1500,"PIEZA",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"GEL",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"265",2017-12-04,1613,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACA UNICEL 1*1.2*2CM",60,"PIEZA",NA,NA,"0",NA,NA,30317.75,35168.59,NA,"UNICEL",NA,NA,NA,NA,NA,18.6204894736842,NA,NA
"266",2017-12-04,2404,"International Baskets S.A. de C.V.","6 OZ # 3 BLUEBERRIES- DEL MONTE",100800,"PIEZAS",NA,0.046,"0",18.6229,4636.8,13910.4,16136.064,"USD","CLAMS","DEL MONTE",NA,NA,"ARANDANO","6OZ",18.6204894736842,0.046,0.05336
"267",2017-12-04,2404,"International Baskets S.A. de C.V.","6 OZ #2 BLACKBERRY ALPASA FARMS",100800,"PIEZAS",NA,0.046,"0",18.6229,4636.8,13910.4,16136.064,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",18.6204894736842,0.046,0.05336
"268",2017-12-04,3809,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",60000,"PIEZAS","H87",0.0042,"11162100",18.6229,252,3554.57,4123.3,"USD","PADS",NA,NA,NA,NA,NA,18.6204894736842,0.0042,0.004872
"269",2017-12-04,3812,"NAMINSA S.A. DE C.V.","CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",24000,"PIEZAS","H87",0.05062,"24112902",18.6229,1214.88,4764.84,5527.21,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",18.6204894736842,0.05062,0.0587192
"270",2017-12-04,3809,"NAMINSA S.A. DE C.V.","CLAMS.3709 ARANDANO 6 OZ 5X4 900 UNDS",6300,"PIEZAS","H87",0.04818,"24112902",18.6229,303.53,3554.57,4123.3,"USD","CLAMS",NA,"3709",900,"ARANDANO","6OZ",18.6204894736842,0.0481793650793651,0.0558880634920635
"271",2017-12-04,3812,"NAMINSA S.A. DE C.V.","PAD 13X13 NEGRO 9000 UNDS",9000,"PIEZAS","H87",0.013,"11162100",18.6229,117,4764.84,5527.21,"USD","PADS",NA,NA,9000,NA,NA,18.6204894736842,0.013,0.01508
"272",2017-12-04,3812,"NAMINSA S.A. DE C.V.","PUNNETS 150 GRS MORA 5011",48000,"PIEZAS","H87",0.03976,"24112902",18.6229,1908.48,4764.84,5527.21,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","150G",18.6204894736842,0.03976,0.0461216
"273",2017-12-04,3812,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6229,230.4,4764.84,5527.21,"USD","PADS",NA,NA,28800,NA,NA,18.6204894736842,0.004,0.00464
"274",2017-12-04,3812,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.04492,"24112902",18.6229,1078.08,4764.84,5527.21,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.6204894736842,0.04492,0.0521072
"275",2017-12-04,3809,"NAMINSA S.A. DE C.V.","CLAMS. 3705 MORA 6OZ C/PAD PEGADO 600 UNDS",15600,"PIEZAS","H87",0.04712,"24112902",18.6229,735.07,3554.57,4123.3,"USD","PADS",NA,"3705",600,"ZARZAMORA","6OZ",18.6204894736842,0.0471198717948718,0.0546590512820513
"276",2017-12-04,3812,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",28800,"PIEZAS","H87",0.004,"11162100",18.6229,115.2,4764.84,5527.21,"USD","PADS",NA,NA,28800,NA,NA,18.6204894736842,0.004,0.00464
"277",2017-12-05,37905,"Compañia Arizlu S.A. de C.V.","CHAROLA 12 ONZAS ALPASA (LOS REYES, MICH)",14300,"PZA",NA,0.424,"0",18.642,6063.2,6063.2,7033.31,"USD","CAJAS","ALPASA",NA,NA,NA,"8X12OZ",18.642,0.424,0.49184
"278",2017-12-05,44840,"BIO PAPPEL S.A.B. DE C.V.","EXTERIOR  PARTE DE: CAJA BERRIES 12/6 ONZAS",7000,"MILLAR","MIL",301,"14121500",18.642,2107,3657,4242.12,"USD","CAJAS",NA,NA,NA,NA,"12X6OZ",18.642,0.301,0.34916
"279",2017-12-05,25,"JESUS AMBROSIO MAGAÑA","ZARZAMORA 6 oz",9,"CAJAS","XBX",5.3642313056539,"50304701",NA,48.2780817508851,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",18.642,5.3642313056539,6.22250831455852
"280",2017-12-05,25,"JESUS AMBROSIO MAGAÑA","ZARZAMORA 6 oz",15,"CAJAS","XBX",4.29138504452312,"50304701",NA,64.3707756678468,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",18.642,4.29138504452312,4.97800665164682
"281",2017-12-05,25,"JESUS AMBROSIO MAGAÑA","ZARZAMORA 6 oz",5,"CAJAS","XBX",5.3642313056539,"50304701",NA,26.8211565282695,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",18.642,5.3642313056539,6.22250831455852
"282",2017-12-05,44840,"BIO PAPPEL S.A.B. DE C.V.","EXTERIOR  PARTE DE: CAJA BERRIES CAT  1",5000,"MILLAR","MIL",310,"14121500",18.642,1550,3657,4242.12,"USD","CAJAS","PUNNET",NA,NA,NA,"12X150G",18.642,0.31,0.3596
"283",2017-12-06,37964,"Compañia Arizlu S.A. de C.V.","SEPARADOR DE CARTON 150 GR PUNNET NEGRA (LOS REYES, MICH)",16800,"PZA",NA,0.074,"0",18.6958,1243.2,2197.2,2548.75,"USD","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",18.6958,0.074,0.08584
"284",2017-12-06,37964,"Compañia Arizlu S.A. de C.V.","CHAROLA 12 ONZAS ALPASA (LOS REYES, MICH)",2250,"PZA",NA,0.424,"0",18.6958,954,2197.2,2548.75,"USD","CAJAS","ALPASA",NA,NA,NA,"8X12OZ",18.6958,0.424,0.49184
"285",2017-12-06,2409,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA GENERICA ALPASA FARMS 6OZ",5400,"PIEZA","H87",0.313,"24121503",18.6958,1690.2,2386.2,2767.99,"USD","CAJAS","ALPASA",NA,NA,NA,"12X6OZ",18.6958,0.313,0.36308
"286",2017-12-06,2409,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",600,"PIEZA","H87",1.16,"24141607",18.6958,696,2386.2,2767.99,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,18.6958,1.16,1.3456
"287",2017-12-06,2410,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA GENERICA ALPASA FARMS 6OZ",5400,"PIEZA","H87",0.313,"24121503",18.6958,1690.2,1690.2,1960.63,"USD","CAJAS","ALPASA",NA,NA,NA,"12X6OZ",18.6958,0.313,0.36308
"288",2017-12-07,3831,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",72000,"PIEZAS","H87",0.0042,"11162100",18.6958,302.4,2415.84,2802.37,"USD","PADS",NA,NA,NA,NA,NA,18.6958,0.0042,0.004872
"289",2017-12-07,3831,"NAMINSA S.A. DE C.V.","PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6958,230.4,2415.84,2802.37,"USD","PADS",NA,NA,28800,NA,NA,18.6958,0.004,0.00464
"290",2017-12-07,3831,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",48000,"PIEZAS","H87",0.03923,"24112902",18.6958,1883.04,2415.84,2802.37,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.6958,0.03923,0.0455068
"291",2017-12-08,26,"JESUS AMBROSIO MAGAÑA","ZARZAMORA 6 oz",5,"CAJAS","XBX",5.31528969657669,"50304701",NA,26.5764484828834,500,500,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",18.81365,5.31528969657669,6.16573604802896
"292",2017-12-09,3758,"Abacart Agricola, S. de P.R. de R.L.","ETIQ X PIST GL BCA 16 DIG 21x17 mm - PAQ C/10 ROLLOS-750 ET - USD",50,"paquete",NA,5.42,"0",18.9315,271,271,314.36,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,18.9315,5.42,6.2872
"293",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",300,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"ESQUINERO",NA,NA,NA,NA,NA,18.9326818181818,NA,NA
"294",2017-12-11,3838,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.9315,100.8,6622.15,7681.7,"USD","PADS",NA,NA,NA,NA,NA,18.9326818181818,0.0042,0.004872
"295",2017-12-11,3839,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP",27900,"PIEZAS","H87",0.04818,"24112902",18.9315,1344.22,2446.73,2838.21,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",18.9326818181818,0.0481799283154122,0.0558887168458781
"296",2017-12-11,1625,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CUBIERTA TERMICA DE 1.80 MTS",30,"PIEZA",NA,26.5,"0",18.9445,795,795,922.2,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,18.9326818181818,26.5,30.74
"297",2017-12-11,3839,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24600,"PIEZAS","H87",0.04072,"24112902",18.9315,1001.71,2446.73,2838.21,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.9326818181818,0.040719918699187,0.0472351056910569
"298",2017-12-11,3839,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.9315,100.8,2446.73,2838.21,"USD","PADS",NA,NA,NA,NA,NA,18.9326818181818,0.0042,0.004872
"299",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO DE 1.50 MTS 4*4"" C-190 ",200,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",18.9326818181818,NA,NA
"300",2017-12-11,3838,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.04072,"24112902",18.9315,977.28,6622.15,7681.7,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.9326818181818,0.04072,0.0472352
"301",2017-12-11,3838,"NAMINSA S.A. DE C.V.","PADS 7X7 NEGRO DE 24 MIL UDS",24000,"PIEZAS","H87",0.0042,"11162100",18.9315,100.8,6622.15,7681.7,"USD","PADS",NA,NA,NA,NA,NA,18.9326818181818,0.0042,0.004872
"302",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","FLEJE VERDE LISO DE 1/2",4,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"FLEJE",NA,NA,NA,NA,NA,18.9326818181818,NA,NA
"303",2017-12-11,3838,"NAMINSA S.A. DE C.V.","CLAM ARANDANO 6OZ 5X4 NP",45000,"PIEZAS","H87",0.04818,"24112902",18.9315,2168.1,6622.15,7681.7,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",18.9326818181818,0.04818,0.0558888
"304",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","PLACA UNICEL 1*1.2*2CM",65,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"UNICEL",NA,NA,NA,NA,NA,18.9326818181818,NA,NA
"305",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTURON PARA GEL REFRIGERANTE",6.5,"KILO",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"GEL",NA,NA,NA,NA,NA,18.9326818181818,NA,NA
"306",2017-12-11,3838,"NAMINSA S.A. DE C.V.","CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",6300,"PIEZAS","H87",0.04818,"24112902",18.9315,303.53,6622.15,7681.7,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",18.9326818181818,0.0481793650793651,0.0558880634920635
"307",2017-12-11,3838,"NAMINSA S.A. DE C.V.","CLAM CP 3705",40200,"PIEZAS","H87",0.05062,"24112902",18.9315,2034.92,6622.15,7681.7,"USD","CLAMS",NA,"3705",NA,NA,"6OZ",18.9326818181818,0.0506199004975124,0.0587190845771144
"308",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","ESQUINERO CARTON BCO DE 1.00 MT 4*4"" C-190 ",300,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"ESQUINERO",NA,NA,NA,NA,"4.4OZ",18.9326818181818,NA,NA
"309",2017-12-11,3838,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.03903,"24112902",18.9315,936.72,6622.15,7681.7,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.9326818181818,0.03903,0.0452748
"310",2017-12-11,444,"LOGISTICS INTEROCEANICA DE CARGA S.A. DE C.V.","SEPARADOR PUNNET
FABRICADOS
4-12-17",15420,"PIEZAS","H87",0.00448959111108977,"14121500",NA,69.2294949330042,1310.7,1520.41,"MXN","SEPARADOR PUNNET","PUNNET",NA,NA,"ZARZAMORA","PUNNET",18.9326818181818,0.00448959111108977,0.00520792568886413
"311",2017-12-11,1624,"ARELY ALEJANDRA NUÑEZ MARTINEZ","CINTA ADHESIVA 48*150",36,"PIEZA",NA,NA,"0",NA,NA,19716.5,22871.14,NA,"MASKING",NA,NA,NA,NA,NA,18.9326818181818,NA,NA
"312",2017-12-12,3844,"NAMINSA S.A. DE C.V.","CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",10800,"PIEZAS","H87",0.04092,"24112902",18.9445,441.94,1521.62,1765.08,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",18.93765,0.0409203703703704,0.0474676296296296
"313",2017-12-12,2429,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV","CHAROLA PUNNET CON SEP",4050,"PIEZA","H87",0.342,"24121503",18.9445,1385.1,4730.1,5486.92,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","12X150G",18.93765,0.342,0.39672
